 INFO  Accepting connections at http://localhost:3000
 HTTP  04/01/2025 14:12:55 172.20.10.3 GET /assets/light_off.jpg
 HTTP  04/01/2025 14:12:55 172.20.10.3 Returned 304 in 2 ms
 HTTP  04/01/2025 14:12:55 172.20.10.3 GET /assets/light_on.jpg
 HTTP  04/01/2025 14:12:55 172.20.10.3 Returned 200 in 4 ms
 HTTP  04/01/2025 14:12:56 172.20.10.3 GET /assets/light_off.jpg
 HTTP  04/01/2025 14:12:56 172.20.10.3 Returned 304 in 2 ms
 HTTP  04/01/2025 14:12:57 172.20.10.3 GET /assets/light_on.jpg
 HTTP  04/01/2025 14:12:57 172.20.10.3 Returned 304 in 4 ms
 HTTP  04/01/2025 14:13:55 172.20.10.11 GET /assets/light_off.jpg
 HTTP  04/01/2025 14:13:55 172.20.10.11 Returned 304 in 12 ms
 HTTP  04/01/2025 14:13:56 172.20.10.11 GET /assets/light_on.jpg
 HTTP  04/01/2025 14:13:56 172.20.10.11 Returned 304 in 4 ms
 HTTP  04/01/2025 14:13:57 172.20.10.11 GET /assets/light_off.jpg
 HTTP  04/01/2025 14:13:57 172.20.10.11 Returned 304 in 3 ms
 HTTP  04/01/2025 14:13:57 172.20.10.11 GET /assets/light_on.jpg
 HTTP  04/01/2025 14:13:57 172.20.10.11 Returned 304 in 2 ms
 HTTP  04/01/2025 14:17:36 172.20.10.3 GET /dashboard
 HTTP  04/01/2025 14:17:36 172.20.10.3 Returned 200 in 8 ms
 HTTP  04/01/2025 14:17:36 172.20.10.3 GET /static/js/main.93eef1dd.js
 HTTP  04/01/2025 14:17:36 172.20.10.3 GET /static/css/main.b81fdd7b.css
 HTTP  04/01/2025 14:17:36 172.20.10.3 Returned 304 in 14 ms
 HTTP  04/01/2025 14:17:36 172.20.10.3 Returned 200 in 21 ms
 HTTP  04/01/2025 14:17:36 172.20.10.3 GET /assets/light_off.png
 HTTP  04/01/2025 14:17:36 172.20.10.3 Returned 200 in 10 ms
 HTTP  04/01/2025 14:17:36 172.20.10.3 GET /favicon.ico
 HTTP  04/01/2025 14:17:36 172.20.10.3 Returned 200 in 7 ms
 HTTP  04/01/2025 14:17:36 172.20.10.3 GET /logo192.png
 HTTP  04/01/2025 14:17:36 172.20.10.3 Returned 304 in 7 ms
 HTTP  04/01/2025 14:17:36 172.20.10.3 GET /assets/light_on.png
 HTTP  04/01/2025 14:17:36 172.20.10.3 Returned 200 in 3 ms
 HTTP  04/01/2025 14:21:58 172.20.10.3 GET /dashboard
 HTTP  04/01/2025 14:21:58 172.20.10.3 Returned 200 in 4 ms
 HTTP  04/01/2025 14:21:58 172.20.10.3 GET /static/js/main.9864b24d.js
 HTTP  04/01/2025 14:21:58 172.20.10.3 Returned 200 in 5 ms
 HTTP  04/01/2025 14:21:58 172.20.10.3 GET /static/css/main.b81fdd7b.css
 HTTP  04/01/2025 14:21:58 172.20.10.3 Returned 304 in 6 ms
 HTTP  04/01/2025 14:21:58 172.20.10.3 GET /assets/light_off.png
 HTTP  04/01/2025 14:21:58 172.20.10.3 Returned 304 in 3 ms
 HTTP  04/01/2025 14:21:58 172.20.10.3 GET /favicon.ico
 HTTP  04/01/2025 14:21:58 172.20.10.3 Returned 200 in 4 ms
 HTTP  04/01/2025 14:21:58 172.20.10.3 GET /logo192.png
 HTTP  04/01/2025 14:21:58 172.20.10.3 Returned 304 in 3 ms
 HTTP  04/01/2025 14:22:00 172.20.10.3 GET /assets/light_on.png
 HTTP  04/01/2025 14:22:00 172.20.10.3 Returned 304 in 5 ms
